[0.001663,0.001325,0.000488,0.001367,0.001395,0.001357,0.000665,0.000605,0.001053,0.000318,0.001383,0.000488,0.001315,0.00139,0.001406,0.00059,0.00025,0.000484,0.000778,0.001947,0.001402,0.001009,0.000644,0.001119,0.001671,0.00182,0.001293,0.001319,0.001381,0.001288,0.001258],
[0.000965,0.001145,0.00081,0.001079,0.001317,0.000487,0.000457,0.001362,0.001495,0.001661,0.000488,0.001292,0.000424,0.000755,0.001404,0.001368,0.002087,0.001429,0.000783,0.000434,0.001154,0.001275,0.000684,0.000825,0.001681,0.000722,0.001929,0.000981,0.000766,0.001061,0.000902],
[0.001547,0.001016,0.001526,0.00066,0.001622,0.001498,0.000595,0.000907,0.000561,0.000871,0.001315,0.000424,0.001626,0.000765,0.001355,0.001424,0.001324,0.001238,0.001921,0.001724,0.00129,0.001215,0.00095,0.000986,0.001481,0.000824,0.000522,0.000563,0.000956,0.000513,0.001094],
[0.001371,0.000947,0.001585,0.001314,0.000677,0.000506,0.001434,0.000526,0.001295,0.002038,0.00139,0.000755,0.000765,0.000873,0.001027,0.000789,0.001018,0.001461,0.001194,0.00097,0.00016,0.001443,0.000259,0.001322,0.001415,0.001694,0.00195,0.000627,0.000852,0.001624,0.000477],
[0.002432,0.001529,0.000955,0.001234,0.001344,0.001317,0.000814,0.001133,0.001311,0.001106,0.001406,0.001404,0.001355,0.001027,0.00097,0.001109,0.000979,0.000944,0.001032,0.001542,0.0013,0.001402,0.001628,0.000884,0.000709,0.001002,0.00134,0.001564,0.001398,0.00112,0.0017],
[0.001336,0.001383,0.000869,0.001383,0.00032,0.001754,0.000889,0.001678,0.001423,0.001438,0.00059,0.001368,0.001424,0.000789,0.001109,0.000368,0.000951,0.000838,0.000967,0.001553,0.000697,0.001756,0.001486,0.00168,0.001673,0.001485,0.000207,0.00148,0.001405,0.001352,0.001498],
[0.001613,0.001268,0.000875,0.000704,0.001272,0.00081,0.001237,0.000852,0.000601,0.001478,0.00025,0.002087,0.001324,0.001018,0.000979,0.000951,0.00186,0.001108,0.001216,0.001251,0.001444,0.001067,0.001214,0.000394,0.001015,0.001458,0.000714,0.000362,0.000633,0.001387,0.001061],
[0.001202,0.001431,0.001123,0.001212,0.001435,0.000658,0.001519,0.001605,0.001129,0.000466,0.000484,0.001429,0.001238,0.001461,0.000944,0.000838,0.001108,0.00043,0.001091,0.000537,0.001142,0.001874,0.000558,0.000579,0.000686,0.001143,0.001022,0.00056,0.00116,0.001492,0.001042],
[0.001037,0.001596,0.001409,0.00132,0.001716,0.001154,0.00092,0.001539,0.001758,0.002107,0.000778,0.000783,0.001921,0.001194,0.001032,0.000967,0.001216,0.001091,0.00069,0.001922,0.001909,0.001832,0.000415,0.000875,0.000873,0.001127,0.001543,0.00121,0.001396,0.001432,0.001354],
[0.000865,0.002064,0.000986,0.001653,0.001398,0.001814,0.001891,0.000899,0.001216,0.000689,0.001947,0.000434,0.001724,0.00097,0.001542,0.001553,0.001251,0.000537,0.001922,0.000435,0.001618,0.001379,0.001082,0.00139,0.000663,0.001711,0.000957,0.001441,0.001542,0.001092,0.001068],
[0.002006,0.001193,0.000945,0.001547,0.001057,0.000782,0.00079,0.00159,0.001758,0.000333,0.001402,0.001154,0.00129,0.00016,0.0013,0.000697,0.001444,0.001142,0.001909,0.001618,0.000624,0.001284,0.001445,0.000813,0.001397,0.00158,0.001626,0.0,0.000692,0.000857,0.001537],
[0.001359,0.000861,0.001252,0.001893,0.001631,0.001279,0.000814,0.001686,0.000708,0.000726,0.001009,0.001275,0.001215,0.001443,0.001402,0.001756,0.001067,0.001874,0.001832,0.001379,0.001284,0.001759,0.00026,0.000915,0.001273,0.001788,0.001388,0.001037,0.001136,0.001621,0.0],
[0.001519,0.000744,0.001001,0.001075,0.001089,0.001079,0.002011,0.001443,0.000927,0.001383,0.000644,0.000684,0.00095,0.000259,0.001628,0.001486,0.001214,0.000558,0.000415,0.001082,0.001445,0.00026,0.00096,0.00109,0.001993,0.001343,0.001629,0.001652,0.001132,0.001495,0.001383],
[0.001163,0.001671,0.001666,0.00189,0.000958,0.001219,0.001041,0.001164,0.001211,0.000954,0.001119,0.000825,0.000986,0.001322,0.000884,0.00168,0.000394,0.000579,0.000875,0.00139,0.000813,0.000915,0.00109,0.000729,0.002093,0.000836,0.001301,0.000188,0.000722,0.000732,0.001038],
[0.001144,0.000916,0.000964,0.001001,0.001749,0.001409,0.000603,0.001002,0.001257,0.001455,0.001671,0.001681,0.001481,0.001415,0.000709,0.001673,0.001015,0.000686,0.000873,0.000663,0.001397,0.001273,0.001993,0.002093,0.001813,0.00121,0.001102,0.000767,0.000642,0.000776,0.001663],
[0.000673,0.00191,0.000952,0.00054,0.001749,0.001365,0.000824,0.00055,0.001129,0.001271,0.00182,0.000722,0.000824,0.001694,0.001002,0.001485,0.001458,0.001143,0.001127,0.001711,0.00158,0.001788,0.001343,0.000836,0.00121,0.001517,0.001756,0.00122,0.000727,0.001017,0.000791],
[0.001253,0.001819,0.00173,0.001566,0.001711,0.001572,0.001066,0.000787,0.001399,0.001911,0.001293,0.001929,0.000522,0.00195,0.00134,0.000207,0.000714,0.001022,0.001543,0.000957,0.001626,0.001388,0.001629,0.001301,0.001102,0.001756,0.000953,0.001019,0.00092,0.002177,0.000738],
[0.001183,0.00097,0.001496,0.000941,0.000867,0.001235,0.00057,0.001592,0.0011,0.00028,0.001319,0.000981,0.000563,0.000627,0.001564,0.00148,0.000362,0.00056,0.00121,0.001441,0.0,0.001037,0.001652,0.000188,0.000767,0.00122,0.001019,0.000819,0.001071,0.00131,0.001251],
[0.001089,0.000866,0.000426,0.001425,0.000673,0.001306,0.001119,0.001567,0.001063,0.000843,0.001381,0.000766,0.000956,0.000852,0.001398,0.001405,0.000633,0.00116,0.001396,0.001542,0.000692,0.001136,0.001132,0.000722,0.000642,0.000727,0.00092,0.001071,0.000748,0.000819,0.000297],
[0.000536,0.001816,0.001286,0.001289,0.000867,0.000234,0.000941,0.001217,0.001364,0.001649,0.001288,0.001061,0.000513,0.001624,0.00112,0.001352,0.001387,0.001492,0.001432,0.001092,0.000857,0.001621,0.001495,0.000732,0.000776,0.001017,0.002177,0.00131,0.000819,0.000951,0.001088],
[0.000894,0.000649,0.001996,0.001631,0.001847,0.001387,0.000929,0.001741,0.001521,0.001767,0.001258,0.000902,0.001094,0.000477,0.0017,0.001498,0.001061,0.001042,0.001354,0.001068,0.001537,0.0,0.001383,0.001038,0.001663,0.000791,0.000738,0.001251,0.000297,0.001088,0.001145]
]
